name,provider,address,website,contact-person,phone,email,country
HANDS ON EDUCATION CONSULTANTS - Bangkok,HANDS ON EDUCATION CONSULTANTS - Bangkok,"Units ABC, 11th Fl. Kamolsukosol Building 317 Silom Road, Silom, Bangrak, Bangkok 10500",www.hands-on.co.th,Mr. Tony Bunnag,(66) 2 6355230 ,tony@hands-on.co.th,Thailand
IDP EDUCATION - Bangkok,IDP EDUCATION - Bangkok,"4FL 313 CP Tower, Silom, Bangrak, Bangkok 10500",www.idp.com/thailand,Don Sanmanee,(+66) 2 638 3111,don.sanmanee@idp.com,Thailand
JSR EDUCATION CO LTD - Bangkok,JSR EDUCATION CO LTD - Bangkok,"77/74 Soi Phaholyothin 54/1 Yaek 4-45 Saimai Sub-District, Saimai District, Bangkok 10220",www.jsreducation.com,Ms.Chattip Suthivanich,(66) 86 300 7744,info@jsreducation.com,Thailand
LET'S STUDY EDUCATION CENTRE CO LTD - Bangkok,LET'S STUDY EDUCATION CENTRE CO LTD - Bangkok,"Piya Place 29/1 Soi Langsuan, Lumpini, Patumwan, Bangkok, 10330, Thailand ",www.letsstudy.co.th,Ms. Mananya Jongsathapornkit,(66) 2 6522557,coachnan@letstudy.co.th,Thailand
LIGHTHOUSE STUDY CO - Bangkok,LIGHTHOUSE STUDY CO - Bangkok,"188/20 The Tree Latphrao, Building B Floor1, Latphrao - Wanghin Road,  Latphrao, Bangkok 10230 Thailand",www.lighthousestudy.com,Ms Jitaree Veerayanont,(66) 20405668,jitaree@lighthousestudy.com,Thailand
MOTIVE EDUCATION CO LTD - Bangkok,MOTIVE EDUCATION CO LTD - Bangkok,"128/160 Phayathai Plaza Building 15th Floor, Phayathai Rd., Ratchatewi, Bangkok",www.motiveedu.com,Miss Chutima Juntarajumnong,(66) 2129 3838 ,info@motiveedu.com,Thailand
OEC GLOBAL EDUCATION CO LTD - Bangkok,OEC GLOBAL EDUCATION CO LTD - Bangkok,"1 Ramkhamheng 24 (White House Place 2nd floor), 34-1 Huamark, Bangkapi, Bangkok 10240",www.oecglobal.com,Mrs Gumarin Teriyapirom,(66) 85 8093322,gumarin@oecglobal.com,Thailand
PROFESSIONAL INTEREDUCATION CO LTD - Bangkok,PROFESSIONAL INTEREDUCATION CO LTD - Bangkok,"92/42 Chalermprakiet Ror. 9 Road, Nongbon, Pravet, Bangkok, 10250 Thailand ",www.prointered.com,Ms. Sulaksana Kanchana,(66) 2 398 4078,sulaksana@prointered.com,Thailand
S AND K INTERNATIONAL EDUCATION - Bangkok,S AND K INTERNATIONAL EDUCATION - Bangkok,"Ground Floor, 138/1, Ideo Sathorn-Taksin Building (BTS Krungthonburi) Klungthonburi Road, Banglumphulang, Klongsan District, Bangkok 10600",www.skeducation.com,Ms. Suthada Siriwatdeth,(66) 24645177,info@skeducation.com,Thailand
SAY HI ABOARD - Bangkok,SAY HI ABOARD - Bangkok,"1414/390 Sukhumvit Plus Condominium lv1, Soi Sukhumvit Plus2, Sukhumvit Rd., Prakanong,
Klongtoey
Bangkok
10110
Thailand

",www.sayhiaboard.com,Ms. Puntharee Subsanguan,(66) 21009021,info@sayhiaboard.com,Thailand
SMART GLOBE EDUCATION CO LTD - Chon Buri,SMART GLOBE EDUCATION CO LTD - Chon Buri,"139/101 Casalunar Avenue, Moo 1, T. Samed, A. Muang, Chon Buri 20000 Thailand",www.smart-globe.com,Mr. Veerathip Kraturerk,(66) 2 047 9994,veerathip@smart-globe.com,Thailand
START EDUCATION CENTRE - Bangkok,START EDUCATION CENTRE - Bangkok,"518/5 Maneeya Center Building, 8th Floor, Ploenchit Road, Lumpini, Pathumwan, Bangkok 10330",www.startedc.com,Mr. Arnate Weschawalit,(66) 95 747 6006,rob@startedc.com,Thailand
STUDY OVERSEAS CENTRE CO LTD - Bangkok,STUDY OVERSEAS CENTRE CO LTD - Bangkok,"22/11 Soi Barzaar-Chidlom, Lumpini, Pathumwan, Bangkok 10330",www.studyoverseas.co.th,Ms. Boonsiri Trakulsaergrutsamee,(66) 2 255 7592,boonsiri@studyoverseas.co.th,Thailand
THE DEAN INTERNATIONAL STUDY - Bangkok,THE DEAN INTERNATIONAL STUDY - Bangkok,"2 Ploenchit Center Building 5th Floor Unit 505 Sukumvit 2
Klongtoey Bangkok 10110",www.thedeaninter.com,Ms. Watcharin Sanguasinsuksri,(66) 879059456,manager@thedeaninter.com,Thailand
WEC EDUCATION - Bangkok,WEC EDUCATION - Bangkok,"18/87 The Metro Soi Onnut 80, Prawet, Bangkok 10250",www.weceducation.com,Ms. Chanidsa Khanti,(66) 21366460,chanidsa@weceducation.com,Thailand
WISDOM HOUSE EDUCATION AND TRAVEL PARTNERSHIP - Bangkok,WISDOM HOUSE EDUCATION AND TRAVEL PARTNERSHIP - Bangkok,"26 JC Kevin Tower 11th Floor, Naradhiwas Road, Yannawa,
Sathon,
Bangkok
10120
Thailand ",www.wisdomhouse.co.th,Ms. Jarurin Chayapajuk,(66) 228696623,Jarurin@wisdomhouse.co.th ,Thailand
YORK INSTITUTE - Bangkok,YORK INSTITUTE - Bangkok,"283/43 Home Place Bldg. 9Fl. Sukhumvit 55 (Thonglor 13), Bangkok 10110",www.york-institute.com,Annop Kanthatham,(66) 816141980,annop@york-institute.com,Thailand
TAGUS LET'S GO STUDY - Uzbekistan,TAGUS LET'S GO STUDY - Uzbekistan,"Darhan Business Centre, 88A Mustakillik Avenue,Tashkent, 100000, Uzbekistan",www.tagus.uz,Sulhrob Tairov,(+998) 90 352 1578,sukhrob.tairov@tagus.uz,Uzbekistan
(DOSCO) DAI DANG QUANG OVERSEAS STUDY COMPANY - Ho Chi Minh,(DOSCO) DAI DANG QUANG OVERSEAS STUDY COMPANY - Ho Chi Minh,"185-187 Hoang Van Thu Street, Ward 8, District Phu Nhuan, Ho Chi Minh City",www.dosco.edu.vn,Mr. Thanh Nguyen Van ,(84) 02839971097,thanhdosco@bach-khoa.com.vn,Vietnam
"A.N.T STUDY ABROAD CONSULTANT CO.,LTD - Ho Chi Minh","A.N.T STUDY ABROAD CONSULTANT CO.,LTD - Ho Chi Minh","Floor 4 (P1.0458 - P1.0459), The Prince Residence, No.: 17-19-21 Nguyen Van Troi St., Ward 12, Phu Nhuan District, Hochiminh City, VIETNAM
",www.antco.vn,Thuy Trang ,(84) 2839 902246,anthcm@hcm.vnn.vn,Vietnam
AAA EDUCATION CONSULTANCY LTD - Vietnam,AAA EDUCATION CONSULTANCY LTD - Vietnam,"Room 12b1, Floor 13, Block A, Indochina Park Tower, 4 Nguyen Dinh Chieu, Da Kao Ward, District 1",www.duhocaaa.com,Ms. Chuyen,(84) 906356545,marketing@duhocaaa.com,Vietnam
"AKINA INTERNATIONAL STUDY ABROAD CO,. LTD. - Hai Duong","AKINA INTERNATIONAL STUDY ABROAD CO,. LTD. - Hai Duong","39 Chuong Duong Street, Tran Phu Ward, Hai Duong City, Hai Duong Province",www.duhocakina.edu.vn,Bui Thuy Quynh,(84) 2203 848288,akina.edu.vn@gmail.com,Vietnam
AMS BRIDGE BLUE - Hanoi,AMS BRIDGE BLUE - Hanoi,"Level 4, 44 Nghia Do Street, Cau Giay District, Hanoi, Vietnam",www.amsbridgeblue.com,Mr. Tim,(84) 2 432797999,vietnam@bridgeblueglobal.com,Vietnam
AMV CONSULTANCY SERVICES TRADING COMPANY LIMITED - Ho Chi Minh,AMV CONSULTANCY SERVICES TRADING COMPANY LIMITED - Ho Chi Minh,"No. 111A (6th) IDD Building, Ly Chinh Thang St., Ward 7, Dist 3, Ho Chi Minh City Vietnam",www.amvstudy.edu.vn,Nguyen Thi Lan Anh - Natalie,"(84) 984862722283, (84) 903405663",natalienguyen@amvstudy.edu.vn,Vietnam
ANPHAT INVESTMENT & CONSULTANCY JSC - Hai Phong,ANPHAT INVESTMENT & CONSULTANCY JSC - Hai Phong," Room 704, Level 7, Akashi build
ing, No 10, plot 2A Le Hong Pho
ng street, Ngo 
Quyen district, Hai Phong city",www.aci.vn,Hoang Thi Mai,(84) 31 3757131,aic.haiphong@gmail.com,Vietnam
ASIA PACIFIC COMPANY LTD - Hai Phong,ASIA PACIFIC COMPANY LTD - Hai Phong,"19 Pham Huy Thong
-
Le Chan
-
Hai Phong",www.duhochaiphong.vn,Bui Thi Lan,(84)313637189,info@duhochaiphong.vn,Vietnam
ASIA-EUROPE CO LTD - Vietnam,ASIA-EUROPE CO LTD - Vietnam,"52 Tran Huy Lieu, Ward 12, Phu Nhuan Dist. Ho Chi Minh City",www.duhocaau.vn   ,Mr. Van Khac Thong,(84) 8 38458867,management@aauco.com.vn,Vietnam
AVENUE TO SUCCESS COMPANY LIMITED - Ho Chi Minh,AVENUE TO SUCCESS COMPANY LIMITED - Ho Chi Minh,"M Floor, ITAXA Building, 126 Nguyễn Thị Minh Khai., District 3, HCMC",www.ats.org.vn,Ms. James Pham,(84) 839 333 266,james.pham@ats.org.vn,Vietnam
"BLUE OCEAN DEVELOPMENT AND INVESTMENT, TRADING COMPANY LIMITED - Hanoi","BLUE OCEAN DEVELOPMENT AND INVESTMENT, TRADING COMPANY LIMITED - Hanoi","No. 208, Xa Dan 2, Dong Da District, Hanoi",www.duhocblueocean.vn,Ms.Nguyen Thị Hong Nhung,(84) 435376854,info@duhocblueocean.vn,Vietnam
BLUESKY VIETNAM COMPANY LIMITED - Hanoi,BLUESKY VIETNAM COMPANY LIMITED - Hanoi,"A28 TT17- Van Quan Residence, Nguyen Khuyen Street, Ha Dong- Hanoi, Ha Noi 10000",www.becvn.com,Nguyen Thi Hai Thu,(84) 463291710,thu.nguyen@becvn.com,Vietnam
CIEC - CENTRE FOR INTERNATIONAL EDUCATION CONSULTANCY - Hanoi,CIEC - CENTRE FOR INTERNATIONAL EDUCATION CONSULTANCY - Hanoi,"Vietnam International Education Development-Ministry of Education&Training (VIED-MoET), 21 Le Thanh Tong, Hoan Kiem, Ha Noi",www.ciec.vn,Ms. Jenny,(84) 6689 3555,tuyetpham@ciec.vn,Vietnam
CONNECT 360 JOINT STOCK COMPANY - Hanoi,CONNECT 360 JOINT STOCK COMPANY - Hanoi,"Suite 902, 
L
evel
9, 20 Thuy Khue Street, Tay Ho District, Hanoi, Vietnam","www.360connect.
edu.vn",Mr. Andy,(84) 438471188,andy.nguyen@360connect.edu.vn,Vietnam
CRISOP EDUCATION CONSULTANCY - Hanoi,CRISOP EDUCATION CONSULTANCY - Hanoi,"2102, 21st Fl
, CT1 Building, Van Khe, Ha Dong, Ha Noi",www.crisop.edu.vn,Ms. Nguyen Thieu Hoa,(84) 989 286 959,info@crisop.edu.vn,Vietnam
"DUC ANH OVERSEAS STUDY ADVISORY & TRANSLATION CO., LTD - Hanoi","DUC ANH OVERSEAS STUDY ADVISORY & TRANSLATION CO., LTD - Hanoi","54-56 Tue Tinh St., Bui Thi Xuan Ward, Hai Ba Tung District, Hanoi, Vietnam",www.ducanh.edu.vn,Ms. Oanh,(84) 439716229,marketing@ducanh.edu.vn,Vietnam
"G CONNECT CO., LTD. - Ho Chi Minh","G CONNECT CO., LTD. - Ho Chi Minh","6b Tu Xuong St., Dist. 3, HCM City, 700000, VIETNAM, District 3, Ho Chi Minh 700000",www.gconnect.edu.vn,Mr. Thanh Nguyen ,(84) 902 306 609,thanh.nguyen@gconnect.edu.vn,Vietnam
GSE-BEO (GLOBAL EDUCATION SERVICES COMPANY LIMITED) - Hanoi,GSE-BEO (GLOBAL EDUCATION SERVICES COMPANY LIMITED) - Hanoi,"2nd Floor, Toserco Building, 273 Kim Ma, Ba Dinh, Hanoi",www.gse-beo.edu.vn,Ngo Quang Hung,(84) 4 3771 3561 ,harry.ngo@gse-beo.edu.vn,Vietnam
IDP EDUCATION - Chiang Mai,IDP EDUCATION - Chiang Mai,"The Chiengmai Complex 99/58 Moo 1, Hui Kaew, T.Changpuak, A.Muang Chiengmai",www.idp.com/thailand,Nopparat MANEEWAN,(+66) 53 81 0552,nopparat.maneewan@idp.com,Vietnam
IDP EDUCATION - Da Nang,IDP EDUCATION - Da Nang,"96 Le Toi, Thạch Thang, Q. Hai Chau, Da Nang",www.idp.com/vietnam,Tram Tran,(+84) 236 3889 828,tram.tran@idp.com,Vietnam
IDP EDUCATION - Hanoi,IDP EDUCATION - Hanoi,"30 Trieu Viet Vuơng, Phuong Bui Thị Xuan, Quan Hai Ba Trung, Ha Noi, Hanoi City 100000",www.idp.com/vietnam,Ngo Thu Ha,(+84) 4394 39739,ha.ngo@idp.com,Vietnam
IDP EDUCATION - Ho Chi Minh - China Town,IDP EDUCATION - Ho Chi Minh - China Town,"223 Hung Vuong, Ward 9, District 5, HCMC",www.idp.com/vietnam,Nam Tran,(+84) 83835 0133,nam.tran@idp.com,Vietnam
IDP EDUCATION - Ho CHi Minh City,IDP EDUCATION - Ho CHi Minh City,"36 Mac Dinh Chi, Da Kao, Quận 1, Ho Chí Minh 70000",www.idp.com/vietnam,Lan Anh Phi,(+84) 8391 04205,lananh.thi@idp.com,Vietnam
INDEC (TRI CUONG INVESTMENT AND EDUCATIONAL CONSULTANCY COMPANY LIMITED) - Hanoi,INDEC (TRI CUONG INVESTMENT AND EDUCATIONAL CONSULTANCY COMPANY LIMITED) - Hanoi,"To Truong Minh Thu, INDEC Building, 474 Xa Dan Street, Dong Da District Hanoi",www.indec.vn,Mr. Nguyen Manh Cuong,(84) 437327203,cuong.nguyen@indec.vn,Vietnam
INEC (International Network Education Consultants) - Da Nang,INEC (International Network Education Consultants) - Da Nang,"51L Nguyen Chí Thanh, Hai Chau District | Đa Nang City",www.duhocinec.com,Ms. Eliza,(84) 9340 99983,huong@inec.vn,Vietnam
INEC (International Network Education Consultants) - HCMC,INEC (International Network Education Consultants) - HCMC,"138 Tran Nhan Ton - Ward 2 - District 10 - HCMC ,Vietnam",www.duhocinec.com,Ms. Eliza,(84) 8 7309 1080 ,huong@inec.vn,Vietnam
INTERNATIONAL CLEVER EDUCATION CONSULTING JSC (I CLEVER EDU JSC) - Hanoi,INTERNATIONAL CLEVER EDUCATION CONSULTING JSC (I CLEVER EDU JSC) - Hanoi,"Floor 5, 144 Doi Can, Ba Dinh, Hanoi, Vietnam",www.cleverlearnvietnam.vn,Ms. Vu Thi Hang,(84) 2432444427,Studyabroad@cleverlearnvietnam.vn,Vietnam
ISC UKEAS - Hanoi,ISC UKEAS - Hanoi,"65 Quan Su, Hoan Kiem, Hanoi, Vietnam",www.ukeas.com,Richard Jones,(84) 43 732 7203,Richard.jones@ukeas.com,Vietnam
MEGASTUDY JSC (MEGA STUDY STUDY ABROAD AND INTERNATIONAL TRAINING JOINT STOCK COMPANY) - Ho Chi Minh,MEGASTUDY JSC (MEGA STUDY STUDY ABROAD AND INTERNATIONAL TRAINING JOINT STOCK COMPANY) - Ho Chi Minh,"Tang 3, 25bis Nguyen Van Thu, Phuong Dakao, Quan 1, Ho Chí Minh",www.megastudy.edu.vn,"Han 
Thi 
Thu 
Phuon",(84) 8 39 111 215,phuonghtt@megastudy.e,Vietnam
NEW GOLDEN ROAD TRADING SERVICE COMPANY LIMITED - Ho Chi Minh,NEW GOLDEN ROAD TRADING SERVICE COMPANY LIMITED - Ho Chi Minh,"37/15 Dang Minh Tru - Ward 10, Tan Binh District - Ho Chi Minh, Vietnam",www.newgoldenroad.com,Ms. Le Uyen Phuong,(84) 909 416 959,linda@newgoldenroad.com,Vietnam
"NEW WORLD STUDY ABROAD CONSULTING CO., LTD - Ho Chi Minh","NEW WORLD STUDY ABROAD CONSULTING CO., LTD - Ho Chi Minh","12th Floor, Jabes Building 1, 244 Cong Quynh Street, District 1, Ho Chi Minh City, Vietnam",www.newworldedu.vn,Thi Cam Tien Nguyen,(84) 839252917,info@newworldedu.vn,Vietnam
NHAT ANH EDUCATION AND TRAINING CONSULTANCY COMPANY - Ho Chi Minh,NHAT ANH EDUCATION AND TRAINING CONSULTANCY COMPANY - Ho Chi Minh,"130 E Tran Huy Liew Street, Ward 15, Phu Nhuan District, Ho Chi Minh City, Vietnam",www.avi.edu.vn,Mr Tran Ngoc Thuan,(84) 862988882,hcm@nhatanh.vn,Vietnam
OCEANIAN TRAVEL AND OVERSEA STUDY CO - Ho Chi Minh,OCEANIAN TRAVEL AND OVERSEA STUDY CO - Ho Chi Minh,"No.06 Hoa Phuong Street, Ward 02, Phu Nhuan District, Ho Chi Minh",duhocchaudaiduong.com,Mr. Tran Thile Oanh,(84) 932337799,duhocchaudaiduong@gmail.com,Vietnam
OEC GLOBAL EDUCATION CO LTD - Chiang Mai,OEC GLOBAL EDUCATION CO LTD - Chiang Mai,"1/16 Sanambinkao Rd., Suthep, Muang, Chiang Mai, 50200",www.oecglobal.com,Mrs Gumarin Teriyapirom,(66) 53 2851578,gumarin@oecglobal.com,Vietnam
"OEC GLOBAL EDUCATION CO., LTD - Ho Chi Minh","OEC GLOBAL EDUCATION CO., LTD - Ho Chi Minh","Floor 4, 132-134 Dien Bien Phu St-Dakao Ward-District 1
Ho Chi Minh City",www.oecglobal.com.vn,Mr. Tran Du Khuong NGUYEN,(84) 838208921,tran@oecglobal.com.vn,Vietnam
"PHC EDU LINKS CO., LTD - Ho Chi Minh","PHC EDU LINKS CO., LTD - Ho Chi Minh","73 Dao Duy Anh, Ward 9, Phu
Nhuan, Ho Chi Minh, Vietnam",www.duhocphc.com,Ms. Hang,(84) 8 62648729,info@phcedulinks.com,Vietnam
PROGRESS STUDY CONSULTANCY - Ho Chi Minh,PROGRESS STUDY CONSULTANCY - Ho Chi Minh,"Office 1: 107A-B Ngo Quyen, 11 Ward, District 5, Ho Chi Minh",www.pscedu.com,Ms. Hien Hoang ,(84) 932095786,hien.hoang@pscedu.com,Vietnam
"QUOC ANH IEC Co., Ltd - Ho Chi Minh","QUOC ANH IEC Co., Ltd - Ho Chi Minh","86 Suong Nguyet Anh Street, District 1, Ho Chi Minh",www.quocanh.edu.vn,Mr. Tan,(84) 90 823 8898,tan.truong@quocanh.edu.vn,Vietnam
SAO VIET CONSULTANCY AND TRANSLATION CO LTD - Hanoi,SAO VIET CONSULTANCY AND TRANSLATION CO LTD - Hanoi,"Level 3, CDS Building, No. 477 Minh Khai str., Hai Ba Trung district, Hanoi",www.vistar.edu.vn,Nguyen Thi Ha Hue,(84) 4 36369671 ,HN@Duhocsaoviet.edu.vn,Vietnam
SET EDUCATION - Hanoi ,SET EDUCATION - Hanoi ,"Level 6, Grand Building, 30-32 Hoa Ma St., Hai Ba Trung District, Ha Noi",www.set-edu.com,Tran Thi Diem Hang,(84) 4 2246 3153,info@set-edu.com,Vietnam
SET EDUCATION - Ho Chi Minh,SET EDUCATION - Ho Chi Minh,"115 Dang Dung, Tan Dinh Ward, District 1, HCMC. Ho Chi Minh City, Vietnam",www.set-edu.com,Tran Thi Diem Hang,(84) 938737765,info@set-edu.com,Vietnam
STUDY LINK COMPANY LIMITED - Ho Chi Minh,STUDY LINK COMPANY LIMITED - Ho Chi Minh,"219 Bis Nguyen thi Minh Khai Street
Dist 1, Ho Chi Minh City, Vietnam",www.studylink.org,Nguyen Hong Ha,(84) 6731 8392,ha.nguyen@studylink.org,Vietnam
"SUNRISE VIETNAM CO.,LTD - Hanoi","SUNRISE VIETNAM CO.,LTD - Hanoi","86 Cua Bac Street, Quan Thanh Ward, Ba Dinh, Hanoi City, Vietnam",www.sunrisevietnam.com,Ms. Phuong Mai,(84) 437224898,info@sunrisevietnam.com,Vietnam
T&N SYDNEY INTERNATIONAL EDUCATION CONSULTANCY COMPANY LTD - Ho Chi Minh,T&N SYDNEY INTERNATIONAL EDUCATION CONSULTANCY COMPANY LTD - Ho Chi Minh,"Room 2.30, The Prince Residence Building, 17-19-21 Nguyen Van Troi, Ward 12, Phu Nhuan District, Ho Chi Minh City",www.tnss.vn,Mr. Tuan Nguyen,(84) 938110057,tuannguyen@tnss.vn,Vietnam
THE STAND EDUCATION - Ho Chi Minh,THE STAND EDUCATION - Ho Chi Minh,"180 Bau Cat 4, Tan Binh, Ho Chi Minh 7000",N/A,Mr. Henry,(84) 9030 16163,Thestandedu.vn@gmail.com,Vietnam
TNT CONSULTING COMPANY LIMITED - Ho Chi Minh,TNT CONSULTING COMPANY LIMITED - Ho Chi Minh,"151/7 Nguyen Trai Street, District 5, Ho Chi Minh, 84, Vietnam",www.tntconsul.com.vn,Nguyen Huu Mac Nhiem,(84) 838367251,Nicole.hm.nguyen@tntconsul.com.vn,Vietnam
"TRITIEN CONSULTING TRADING SERVICE CO., LTD - Ho Chi Minh","TRITIEN CONSULTING TRADING SERVICE CO., LTD - Ho Chi Minh","3rd Floor, Resco Tower, 94-96 Nguyen Du Street, Ben Nghe Ward,
District 1
Ho Chi Minh
",www.duhoctritien.com,Ms. Lan Tran,(84) 854456932,director@tritientrading.com,Vietnam
UNI-LINK CONSULTANCY JSC - Ha Noi,UNI-LINK CONSULTANCY JSC - Ha Noi,"No 16  NGO GIA TU STREET, QUANG TRUNG WARD, HA DONG DISTRICT, HANOI, VIETNAM",www.uni-link.org.vn,Ms. Doan Minh Hue,(84) 24 3237 3243,Hue.doan@uni-link.org.vn,Vietnam
UNITED EDUCATION CORPORATION - Ho Chi Minh,UNITED EDUCATION CORPORATION - Ho Chi Minh,"21 Mai Thi Luu, Dakao
Ward, District 1, Ho Chi Minh City",www.unitededu.com.v,Ms. Minh Ngo,(84) 82839 110102,info@duhocue.edu.vn,Vietnam
VIP INTERNATIONAL TRADE AND CONSULTANCY COMPANY LTD - Hanoi,VIP INTERNATIONAL TRADE AND CONSULTANCY COMPANY LTD - Hanoi,"No.18, Trung Yen 3 Street, Trung Hoa, Cau Giay, Hanoi
, Vietnam",www.duhocvip.com,LE VAN LAM,(84) 986784408,"duhocv
ip@gmail.com",Vietnam
WORLD CONNECT EDUCATION CO LTD - Phuket,WORLD CONNECT EDUCATION CO LTD - Phuket,"25 Moo 2, Khokaew, Muang, Muang, Phuket 83000",www.successstudy.net,Miss Orn-anark Sangkharak,(66) 815377081,ifec.thailand@gmail.com,Vietnam
WORLDLINK EDUCATION - Ho Chi Minh,WORLDLINK EDUCATION - Ho Chi Minh,"12A Phan Kế Bính
P.Đa Kao - Quận 1 - TP.HCM",www.worldlink.edu.vn,Lan Trinh,(84) 28 3910 2072,Lan_trinh@worldlink.edu.vn,Vietnam
Worldwide Education - Ho Chi Minh,Worldwide Education - Ho Chi Minh,"25 Tran Thien Chanh, Ward 12, Dist. 10, HCMC, Vietnam",www.worldwide-edu.vn,Ms. Bui Thi Bich Hanh,(84) 3868 0955,hanh.bui@worldwide-edu.vn,Vietnam
