CA Comments: ,EMPortal number:,provider,address,website,contact-person,phone,email,Given Name,Family Name,country,Business Country Ref Code,Agent Type Ref Code,Agent User Id,PRISMS User Id,,,,,,,,,,,,,,,
,18168,E- Planet,"Bagbazar-31, Kathmandu, Nepal",www.eplanet.edu.np, - ,(+977) 1 4239656/57,info@eplanet.edu.np,E- Planet,E- Planet,Nepal,NPL,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,22982,UniCampus Education Network,"Putalisadak Height, Lalupate Marg , Kathmandu, Nepal",www.unicampus.edu.np, - ,(+977) 4423759,info@unicampusglobal.net,UniCampus,UniCampus,Nepal,NPL,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,936,AEO,"13-K, Moiz Plaza , Bhatai Road F-7 Markaz, Islamabad",www.aeo.com.pk, - ,(+92) 300 8567776,isb@aeo.com.pk,AEO,AEO,Pakistan,,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,37255,INFINITY MIGRATION SERVICES PTY LTD,"Quezon City
3/F Unit 6, 86 Landsale Building
Timog Avenue corner Mother Ignacia Avenue
Quezon City 1103 ",www.infinitymigration.com,Mr. Michael SB Lindsay,(632) 618 5284,michaell@infinitygrp.com.au,N/A,,Philippines,,,,,,,,,,,,,,,,,,,
,31099,FORTRUST EDUCATION SERVICES - PHILIPPINES,"Level 5, Liberity Building, 835 A.Amaiz Avenue, Makati Metro Manila Philippines ",www.fortrust.com,Mr. Steve Suprapto,(63) 939164111,info@fortrust.com,N/A,,Philippines,,,,,,,,,,,,,,,,,,,
,4535,INTERNATIONAL EDUCATION SPECIALISTS,"2/F Trafalgar Plaza, 105 H.V. De La Costa St., Salcedo Village Makati City 1227, Philippines",www.inter-ed.com,Mr. Roger Bartholomew,(63) 28191001,rogerb@inter-ed.com,N/A,,Philippines,,,,,,,,,,,,,,,,,,,
,32224,AECC Global (AUSTRALIA EDUCATION VICTORIA PTY LTD),"2nd floor, L & R Building, 1018 A. Arnaiz Avenue, Makati City, Philippines 1223",www.aeccglobal.com,Sonu Agrawal,(63) 2 232 9142    ,Sonu.agrawal@aeccglobal.com,N/A,,Philippines,,,,,,,,,,,,,,,,,,,
,26083,AMS Bridge Blue - Manila,"2nd Floor Aguirre Bldg.,108 Dela Costa Street Salcedo Village Makati City, Philippines 1200",amsbridgeblue.com/,Mr. Tomothy Teoh,(63) 917 817 0240,tim@amsbridgeblue.com,N/A,,Philippines,,,,,,,,,,,,,,,,,,,
,37311,AMS Bridge Blue - Cebu,"7th Floor Apple One Tower Biliran Street corner Mindanao Avenue, Cebu Business Park, Cebu",amsbridgeblue.com/,Mr. Tomothy Teoh,(63) 9178170240,tim@amsbridgeblue.com,N/A,,Philippines,,,,,,,,,,,,,,,,,,,
,37312,AMS Bridge Blue - Davao,"Unit 202-C, Bajada Plaza, Bldg J.P. Laurel Ave, Davao City, Davao Oriental 8000",amsbridgeblue.com/,Mr. Tomothy Teoh,(63) 9176278400,tim@amsbridgeblue.com,N/A,,Philippines,,,,,,,,,,,,,,,,,,,
,20395,STUDY INTERNATIONAL,"146 LP Leviste Street, Salcedo Village, UG36 Alfaro Place Makati City, Manila",www.studyinternational.com.ph/,Ms. Joyce Ann Dayao,(63) 2 817 8090 ,joyce@studyinternational.com.ph,N/A,,Philippines,,,,,,,,,,,,,,,,,,,
,35750,KOKOS International ,"Unit 305, 3/F Townes Inc. Bldg., 916 A. Arnaiz Ave., San Lorenzo Village, Makati City, Metro Manila, Philippines 1223",www.kokosinternational.com,Mr. Chul Lee,(63) 2 845 0115,Chul@Ikokos.com,N/A,,Philippines,,,,,,,,,,,,,,,,,,,
,42454,"SPEAKUNITED, INC. ","Unit 2C, 8 Missouri St., NorthEast Greenhills, San Juan City, Cebu, Philippines 1503",WWW.SPEAKUNITEDINC.COM,Elizaldy Dy,(63) 5462189,edy@speakunitedinc.com,N/A,,Philippines,,,,,,,,,,,,,,,,,,,
,20059,IDP EDUCATION - Philippines Manila,"16/F, Marco Polo Ortigas, Sapphire Road, Ortigas Business Center, Pasig, 1600 Metro Manila, Philippines",www.idp.com/philippines,Cecilia MUNBO,63 2 535 3320,cecilia.munbo@idp.com,IDP,,Philippines,,,,,,,,,,,,,,,,,,,
,18248,IDP EDUCATION - Philippines Cebu,"Unit 1504, 15th Floor Keppel Center, Cardinal Rosales Avenue, corner Samar Loop, Cebu Business Park, Cebu City, 6000 ",www.idp.com/philippines,Rita MAY O. VELOSO,63 32 236 2758,rita.viloso@idp.com,IDP,,Philippines,,,,,,,,,,,,,,,,,,,
,20118,Educational Link Consultants (S) Pte Ltd,"545 Orchard Road #06-04
Far East Shopping Centre (next to Wheelock Place) Singapore 238882
",www.edulink.com.sg,Mr. Bill LEE,+65 62387310 ,bill@edulink.com.sg,EducationLINK,,Singapore,,,,,,,,,,,,,,,,,,,
,23590,Overseas Academic Link Pte Ltd ,101 Cecil Street #18-02 Tong Eng Building Singapore 069533,oal.com.sg/,Ms.Serene YONG,+65 62244775,serene@oal.com.sg,OAL,,Singapore,,,,,,,,,,,,,,,,,,,
,23581,GLZINC PTE LTD ,"#08-02, Orchard Gateway@Emerald 218 Orchard Road, Singapore 238851",www.studyabroad.sg,Mr.Kevin LI,+65 6737 6734,kevin.li@studyabroad.sg,Jack Study Abroad,,Singapore,,,,,,,,,,,,,,,,,,,
,20362,CMS (Pte) Ltd,"15 Enggor Street, #07-01 Realty Centre Singapore 079716",www.cmsedu.com.sg/,Mr. David TEO,(65) 6221 1666,david.teo@cmsedu.com,CMS,,Singapore,,,,,,,,,,,,,,,,,,,
,12580,OVERSEASEDUCATION.SG PTE LTD," 809 French Road #02-46, Singapore (200809)",www.overseaseducation.sg/,Mr. Kuah Ann Soon,(65) 61009800,info@OverseasEducation.sg,Overseas Education,,Singapore,,,,,,,,,,,,,,,,,,,
,39077,theRightU Pte Ltd,144 Robinson Road #11-02 Singapore,www.therightu.com,"Mr. Chan, Khai Leok",+65 6333 1300,hello@therightu.com,TheRightYou,,Singapore,,,,,,,,,,,,,,,,,,,
,40505,AECC Global Singapore ,"230 Victoria Street, #07-03/04 Bugis Junction Towers, Singapore 188024",www.aeccglobal.sg,Mr Darly FONG,+65 67342883,alson.tan@aeccglobal.com,AECC,,Singapore,,,,,,,,,,,,,,,,,,,
,20300,AUG Singapore,"7 Maxwell Road, # 02-100 Annex B, MND Complex, Singapore 069111",augstudy.com/singapore/,Nick LIM,+ 65 6227 0380,singapore@augstudy.com,AUG,,Singapore,,,,,,,,,,,,,,,,,,,
,19941,Hui & Kuah PTE LTD,11 Keng Cheow Street #04-11 The Riverside Piazza Singapore 059608,www.hnksg.com/,Philip Kuah ,+65 67342883,philip@hnksg.com,Hui & Kuah,,Singapore,,,,,,,,,,,,,,,,,,,
,4411,IDP EDUCATION - Singapore,"4th Floor Regional Language Centre (RELC) 30 Orange Grove Road Singapore 258352
",www.idp.com/singapore/,Cherly LEE,65 6736 7025,info.singapore@idp.com,IDP,,Singapore,,,,,,,,,,,,,,,,,,,
,23657,3WGE Overseas Education Consultant,"No. 08, Bambalapitiya Drive, Colombo 04",www.3wge.com, - ,"(+94) 11 2 559 748
(+94) 77 2 114 119",education@3wge.com,3WGE,3WGE,Sri Lanka,LKA,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,24841,Adventus Education,"4th Floor, AT Cooray Building, 445A, Galle Road, Colombo 3",www.adventuseducation.com , - ,(+94) 112 055 637,enquiries@adventuseducation.com,Adventus,Adventus,Sri Lanka,LKA,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,30878,American Education Centre Limited (AECL),"No.375, 2nd Floor, R.A De Mel Mawatha, Colombo 03",www.studyinsrilanka.org, - ,(+94) 115 288 526,info@studyinsrilanka.org,AECL,AECL,Sri Lanka,LKA,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,23095,Aspirations Education,"No. 267/20,Samagi Mawatha,(Next to the Nations Trust Bank), Nawala Road, Nugegoda",aspirations.edu.lk, - ,‎(+94) 011 2808800,info@aspirations.edu.lk,Aspirations,Aspirations,Sri Lanka,LKA,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,880,ACADEMIC ASIA  Taiwan,"6F-4. 230 Chang-An E. Rd., Sec.2,Zhongshan Dist.,Taipei City",www.aat96.com.tw,Sandy Tung,27774188,aat96@ms6.hinet.net,Academic Asia ,Academic Asia,Taiwan,TWN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,23037,GLOBAL EDUCATION SERVICES,"7F, No.122, Section 1, Chung-Hsiao West Road Taipei",www.smartstudy.com.tw/,Stephnie Yuan,886 2 2382 1999,info@smartstudy.com.tw,GES ,GES,Taiwan,TWN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,10778,IAE EDU NET - Taiwan,"2F, No.95, Sec. 1, Chongqing S. Road, Taipei",www.iae-taiwan.net,Willa Wu,+8862 7730 5686,info@iae-taiwan.net,IAE EDU ,IAE EDU,Taiwan,TWN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,4382,IDP EDUCATION - Kaohsiung,"10F, No. 189, Bo'ai 1st Road Kaohsiung",www.idp.com.tw,IDP IDP,+886 7 3112280,Info.kaohsiung@idp.com,IDP ,IDP,Taiwan,TWN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,4419,IDP EDUCATION - Taichung," 3F, No.247, Taizhonggang Road, Sec. 1, Taichung",www.idp.com.tw,IDP IDP,+886 4 23261722,info.taichung@idp.com,IDP ,IDP,Taiwan,TWN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,4420,IDP EDUCATION - Taipei,"7F, 25 Tunhwa South Road, Sec. 1, Taipei",www.idp.com.tw,Irene Liu,886 2 25701466,info.taipei@idp.com,IDP ,IDP,Taiwan,TWN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,18285,IS EDUCATION - Taipei," 17F-38, No. 50, Sec. 1, Zhong Xiao W. Road， Taipei",www.isedu.com.tw,Ivy Peng,+886 2 23311515,taipei@isec.com.tw,IS Education ,IS Education,Taiwan,TWN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,18177,LIANXIN INTERNATIONAL EDUCATION - Taiwan,"9F-2, No 15, Cheng-Hsing Road, San-Min District Kaohsiung City",www.lianxin.com.tw,Lianxin Lianxin,88673982588,jenlin@lianxin.com.tw,Lianxin ,Lianxin,Taiwan,TWN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,9783,NEWTON INTERNATIONAL SERVICE (NEST) - Taiwan,32 Claremont Drive，Robina，Queensland，4226 Australia ,www.nestedu.com.tw,NEST NEST,06 208 1572,nest@nestedu.com.tw,NEST ,NEST,Taiwan,TWN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,6525,SOUTHERN HEMISPHERE OVERSEAS STUDY CENTRE - Taiwan," 3F, No. 476, Wen-Lin Road, Shih-Lin Dist. Taipei",www.shosc.com.tw,Ron Tseng,+886 2 28369876,ronshosc@ms29.hinet.net,SHOSC ,SHOSC,Taiwan,TWN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,10250,YEC EDUCATION CENTRE - Taiwan,"5F-10, No.57, Sec. 1 Chongqing S. Road， Zhongzheng District， Taipei",www.studyinaust.com.tw,Happy Kao,+886 2 23705401,admin@studyinaust.com.tw,YEC Education ,YEC Education,Taiwan,TWN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,1752,AusAsia International Institute ,"5F-3, 501 Guang-Fu South Road 11074 Taipei, Taiwan",www.goausasia.com,Theresa Huang,886-2-2723-333,contact@goausasia.com,AusAsia,,Taiwan,,,,,,,,,,,,,,,,,,,
,26179,IS Education - Kaohsiung ,"Rm3, 11F, No 263, Zhongshan 1st. Rd., Xinxing Dist., Kaohsiung City 800, Taiwan ",www.isec.com.tw,Michelle Chen ,886-7-285-5066,kaohsiung@isec.com.tw,ISEC Kaohsiung ,,Taiwan,,,,,,,,,,,,,,,,,,,
,29809,IS Education - Taichung ,"5F-1, No.545, Sec2, Taiwan Ave, Taichung  city 40360 ,Taiwan ",www.isec.com.tw,Joyce Lou,886-4-23266056,taichung@isec.com.tw,ISEC Taichung ,,Taiwan,,,,,,,,,,,,,,,,,,,
,4716,"JRIS International Consulting Co., Ltd ","12F-13, No. 112, Sec. 4, Zhongxiao E. Road, Daan District, Taipei city",www.jris.com,Jris Hsieh,886-2-2773-2220,education-n@jris.com,Jris,,Taiwan,,,,,,,,,,,,,,,,,,,
,23541,"Shining Travel Agency Co.,Ltd.","10F-2,NO.14,HSIN SHENG SOUTH ROAD, SEC.1 ,Taipei ",None,Hui-Chen SU,886-2-2322-1808,halchen@ms34.hinet.net,Shining Travel,,Taiwan,,,,,,,,,,,,,,,,,,,
,40989,Future Education Consultancy,"2F, No.66, Huai’En St., East Dist, Tainan City 70143 Taiwan ",www.future-getset.com.tw,Elle Cheng,886-6-2360591,A0981662956@gmail.com,Future ,,Taiwan,,,,,,,,,,,,,,,,,,,
,838,A Plus Education Consulting Service ,"6F-5, 577, Chung Shan 2nd Road, Kaohsiung, Taiwan 80146",www.apecs.com.tw,Sheree  Shao ,886 -7- 2168900,aplus.tw@msa.hinet.net,A Plus ,,Taiwan,,,,,,,,,,,,,,,,,,,
,13075,Advanced Elite Consultancy ,"Suite 1, Level 11, Sec. 1, 99 Chongqing South Road, Zhong Zheng District",www.facebook.com/AEC110,Fyfy Feriall,886-2-77266789,aectaipei@gmail.com,AEC,,Taiwan,,,,,,,,,,,,,,,,,,,
,2493,Chiao Shun International PTY. LTD. - Taipei office ,"10F-10, No.68, Renai Rd., Sec.4,Taipei",www.chiaoshun.com,Patra Chiu,886-2-2705-2756,taipei@chiaoshun.com,Chiaoshun,,Taiwan,,,,,,,,,,,,,,,,,,,
,12324,D and S Education Consultancy Co. ,"10F-2, No. 148, Section 4, Zhong-Xiao East Road, Taipei City, 106,",www.dns-edu.com,Liya,886-2-8771-9141,apply@dns-edu.com,D&S,,Taiwan,,,,,,,,,,,,,,,,,,,
,3741,Frontier Planning International ,"2F-2, No. 23, Section 1 Hangzhou South R, Taipei ",www.fpiedu.com,None,886-2-2321-2406,info@fpiedu.com,FPI,,Taiwan,,,,,,,,,,,,,,,,,,,
,18349,GoStudy Education Institute - Taipei office ,"4F-2, No.380, Sec. 1, Fuxing S. Rd., Da’an Dist, Taipei",www.go-study.com.tw,Patricia Ou,886-2-2707-1108,taipei@go-study.com.tw,Gostudy,,Taiwan,,,,,,,,,,,,,,,,,,,
,33418,Gostudy Education Institute - Taoyuan ,"7F, No.134, Zhongshan Rd, Zhongli Dist, Taoyuan ",www.go-study.com.tw,Fendy Huang,886-3-427-5111,fendy@mygostudy.com,Gostudy,,Taiwan,,,,,,,,,,,,,,,,,,,
,4643,Jason International Education ,"8F-1 No 79 Roosevelt Road Sec 2, Taipei ",www.jasonedu.com.tw,Mark Wang,886-2-2369-0093,study@jasonedu.com.tw,Jason,,Taiwan,,,,,,,,,,,,,,,,,,,
,8466,JAYDON Study Abroad Centre ,"11F-2, No. 293, Zhongxiao E. Road Sec. 4 ,Taipei",www.jaydon.com.tw,Sophia Shih,886-202771-8968,service@jaydon.com.tw,Jaydon,,Taiwan,,,,,,,,,,,,,,,,,,,
,11421,OH! STUDY EDUCATION CENTRE - Taipei,"4F, No.109, Sec. 4, Ren-ai Rd., Da-an District，Taipei city",www.ohstudy.net,Dennis Yu,(+886) 2 27511919,ohstudyop@gmail.com,Oh! Study ,Oh! Study,Taiwan,TWN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,21738,Study Dynasty Education Taiwan- Kaohsiung office ,"5F, 162, Chung Shan 1st Road, Kaohsiung, Taiwan 801",www.doctor-chih.com,Jade Weng ,886-7-238-5577,jade.higherstudy@gmail.com,Dynasty,,Taiwan,,,,,,,,,,,,,,,,,,,
,18459,Study Fair ,"20F-30, No.50, Sec. 1, Zhongxiao W. Rd., Zhongzheng Dist, Taipei",www.studyfair.com.tw,Vivian Chen,886-2-2370-7969,service@studyfair.com.tw,StudyFair,,Taiwan,,,,,,,,,,,,,,,,,,,
,11309,Vanguard Education Consultancy ,"3F, No.103, Sec2, Taiwan Ave, West Dist, Taichung 40354",www.global-vec.com,Wennie Wu,886-4-23055785,taichung@global-vec.com,VEC,,Taiwan,,,,,,,,,,,,,,,,,,,
,9208,Worldwide Education Foundation ,"11F, No. 171, Sec. 3, Roosevelt Road, Taipei City",www.wef.com.tw,Becky Lin,886-2-23631051,becky@wef.com.tw,Worldwide,,Taiwan,,,,,,,,,,,,,,,,,,,
,"37430
",Aone International Education Consultancy,"4F-1, No. 6, Guancian Road, Taipei city",www.aone-edu.com,Minerva Lan,886-2-2311-3338,aone@aone-edu.com,Aone,,Taiwan,,,,,,,,,,,,,,,,,,,
,22887,Taida International Education Services ,"17F-3, No.211, Chung-Cheng 4th Rd., Xinxing Dist., Kaohsiung City 801",www.edu-fair.com,Da Da Chen ,886-7-251-2728,info@edu-fair.com,Taida ,,Taiwan ,,,,,,,,,,,,,,,,,,,
,37316,AMS Bridge Blue,"14/6 Soi Lang Wat Hua Lumphong, Khwaeng Si Phraya, Bang Rak, Bangkok",amsbridgeblue.com/,Timothy Teoh,(66) 8 5848 9898,tim@amsbridgeblue.com,N/A,,Thailand,,,,,,,,,,,,,,,,,,,
,31109,OEC Global Education (Chiang Mai),"1/16 Sanambinkao Rd., Suthep, Muang, Chiang Mai, 50200",www.oecglobal.com,Mrs Gumarin Teriyapirom,(66) 53 285157-8,gumarin@oecglobal.com,OEC,,Thailand,,,,,,,,,,,,,,,,,,,
,5694,OEC Global Education (Bangkok),"1 Ramkhamheng 24 (White House Place 2nd floor), 34-1 Huamark, Bangkapi, Bangkok 10240",www.oecglobal.com,Mrs Gumarin Teriyapirom,(66) 85 8093322,gumarin@oecglobal.com,OEC,,Thailand,,,,,,,,,,,,,,,,,,,
,42364,"World Connect Education Co., Ltd","25 Moo 2, Khokaew, Muang, Muang, Phuket 83000",www.successstudy.net/,Miss Orn-anark Sangkharak,(66) 815377081,ifec.thailand@gmail.com,N/A,,Thailand,,,,,,,,,,,,,,,,,,,
,42367,"All About Study Co, Ltd.","At Jas Urban Srinakarin, Room A302/1 Level 3 (Education Hall) 788 Moo 5, Samrong Nua, Mueang, Samut Prakan 10270",www.allaboutstudy.net,Ms. Panadda Pongtoy,(66) 92 641 4429,panadda@allaboutstudy.net,N/A,,Thailand,,,,,,,,,,,,,,,,,,,
,40940,"Get and Go Consultants Co., Ltd.","3 Promphan 3 Building, Room 1006, Soi Ladprao 3, Chompol, Chatuchak, Bangkok",www.getandgo.co.th,Ms Pattraporn Archavakhom,(66) 95 185 1670,pam@getandgo.co.th,N/A,,Thailand,,,,,,,,,,,,,,,,,,,
,21612,"JSR Education Co,Ltd.","77/74 Soi Phaholyothin 54/1 Yaek 4-45 Saimai Sub-District, Saimai District, Bangkok 10220",www.jsreducation.com,Ms.Chattip Suthivanich,(66) 86 300 7744,info@jsreducation.com,N/A,,Thailand,,,,,,,,,,,,,,,,,,,
,40842 ,AVSS Thailand (Phuket),"97 Dibuk Road, Taladyai, Muang, Muang, Phuket",www.theavss.net,Miss Jan Sangkharak,(66) 865955148,avssphuket@theavss.net,AVSS,,Thailand,,,,,,,,,,,,,,,,,,,
,26304,"AT Education Co.,Ltd.","GPF Building Tower B, First Fl., Suit 109, 93/1 Wireless Rd., Lumpini,Patumwan, Bangkok, Bangkok 10330",www.ateducation.co.th,Mr. Runganan Sirasoontorn,(66)85 349 7637,gus@ateducation.co.th,N/A,,Thailand,,,,,,,,,,,,,,,,,,,
,3209,"Ednet Co., Ltd.","Unit 1001, CentralPlaza Ladprao, 1693 Phaholyothin Road, Chatuchak, Bangkok 10900",www.EDNET.CO.TH,Mr. VASAPOL MOLEEWA,(66) 2 937 0870,Vasapol@Ednet.co.th,N/A,,Thailand,,,,,,,,,,,,,,,,,,,
,19034 ,"Motive Education Co.,Ltd","128/160 Phayathai Plaza Building 15th Floor, Phayathai Rd., Ratchatewi, Bangkok",www.motiveedu.com,Miss Chutima Juntarajumnong,(66) 2129 3838 ,info@motiveedu.com,N/A,,Thailand,,,,,,,,,,,,,,,,,,,
,18084,"Study Overseas Centre Co.,Ltd,","22/11 Soi Barzaar-Chidlom, Lumpini, Pathumwan, Bangkok 10330",www.studyoverseas.co.th,Ms. Boonsiri Trakulsaergrutsamee,(66) 2 255 7592,boonsiri@studyoverseas.co.th,N/A,,Thailand,,,,,,,,,,,,,,,,,,,
,21599,Better Grade Education Centre (Thailand) Co.Ltd.,"12 Soi Hua Mak 31, Hua Mak, Bangkapi, Bangkok 10240",www.bettergradeedu.com,Miss Sarinrat Thampreechapong,(66) 2 718 2881,sarinrat@bettergradeedu.com,N/A,,Thailand,,,,,,,,,,,,,,,,,,,
,23160, York Institute,"283/43 Home Place Bldg. 9Fl. Sukhumvit 55 (Thonglor 13), Bangkok 10110",www.york-institute.com,Annop Kanthatham,(66) 816141980,annop@york-institute.com,N/A,,Thailand,,,,,,,,,,,,,,,,,,,
,38819,Firm Friends Group company Ltd,"374/7 Village No.19, Rob Wiang sub-district,
Mueang
Chiang Rai
57000
Thailand ",www.afirmfriends.com,Mr.Yoshuwa Phanthan,(66) 52021517,firmfriends.01@gmail.com,N/A,,Thailand,,,,,,,,,,,,,,,,,,,
,39216,Wisdom House Education & Travel Partnership,"26 JC Kevin Tower 11th Floor, Naradhiwas Road, Yannawa,
Sathon,
Bangkok
10120
Thailand ",www.wisdomhouse.co.th,Ms. Jarurin Chayapajuk,(66) 22869662-3,Jarurin@wisdomhouse.co.th ,N/A,,Thailand,,,,,,,,,,,,,,,,,,,
,39171,Bright Education.co.ltd,"The Ring, Nimmanhaemin Rd. Soi 17,
Suthep, Muang, Chiang Mai, Thailand 50200
",www.bright-ed.com/,Ms. Nawinda Chaichana,"(66) 53 894137, (66) 62 9654459",Nawinda@bright-ed.com,N/A,,Thailand,,,,,,,,,,,,,,,,,,,
,18311,Start Education Centre,"518/5 Maneeya Center Building, 8th Floor, Ploenchit Road, Lumpini, Pathumwan, Bangkok 10330",www.startedc.com,Mr. Arnate Weschawalit,(66) 95 747 6006,rob@startedc.com,N/A,,Thailand,,,,,,,,,,,,,,,,,,,
,6916,The Dean Company Limited,"2 Ploenchit Center Building 5th Floor Unit 505 Sukumvit 2
Klongtoey Bangkok 10110",www.thedeaninter.com,Ms. Watcharin Sanguasinsuksri,(66) 879059456,manager@thedeaninter.com,N/A,,Thailand,,,,,,,,,,,,,,,,,,,
,38717,SAY HI ABOARD ,"1414/390 Sukhumvit Plus Condominium lv1, Soi Sukhumvit Plus2, Sukhumvit Rd., Prakanong,
Klongtoey
Bangkok
10110
Thailand

",www.sayhiaboard.com/,Ms. Puntharee Subsanguan,(66) 21009021,info@sayhiaboard.com,N/A,,Thailand,,,,,,,,,,,,,,,,,,,
,8976,"Education for Life Co., Ltd ","54 Huamark Road, Huamark, Bangkapi, Bangkok 10240 Thailand",www.eduforlife.net,Ms. Patcharaporn Boonkerd,(66) 27201065,bee@eduforlife.net,N/A,,Thailand,,,,,,,,,,,,,,,,,,,
,1636,Apex Education Consultant ,"126/1 Soi Sukhumvit 23
Sukhumvit Road
Bangkok
None
10110",www.apexeducate.com,Ms. Siridhorn Sorntarit,(66) 22602910,apex@apexeducate.com,N/A,,Thailand,,,,,,,,,,,,,,,,,,,
,39256,BOSSEDUCATION & VISA ," Room 2301,
 23
rd
 Floor ,
  Two Pacific Place
 142 Sukhumvit
 Road,
 Klongtoey Bangkok 10110,  
Thailand",www.bosseducationvisa.com,Ms. Matticha Phrueksaritanon,(66) 26846845,bosseducation2011@hotmail.com,N/A,,Thailand,,,,,,,,,,,,,,,,,,,
,18043,Aim International Education ,"209/1 KKP Tower, Tower B, G Floor, Unit Shop 8
Sukhumvit 21 Road, (Asoke) Klongtoey Nua, Wattana, Bangkok 10110 ",www.aimintered.com,Ms. Amornrat Sooklee,(66) 818070104,amornrat.s@aimintered.com,AIM,,Thailand,,,,,,,,,,,,,,,,,,,
,31098,S&K International Education (Bangkok) ,"Ground Floor, 138/1, Ideo Sathorn-Taksin Building (BTS Krungthonburi) Klungthonburi Road, Banglumphulang, Klongsan District, Bangkok 10600",skeducation.com/,Ms. Suthada Siriwatdeth,(66) 24645177,info@skeducation.com,N/A,,Thailand,,,,,,,,,,,,,,,,,,,
,5994,"Professional InterEducation Co., Ltd","92/42 Chalermprakiet Ror. 9 Road, Nongbon, Pravet, Bangkok, 10250 Thailand ",www.prointered.com,Ms. Sulaksana Kanchana,(66) 2 398 4078,sulaksana@prointered.com,N/A,,Thailand,,,,,,,,,,,,,,,,,,,
,42468,"Smart Globe Education Co., Ltd.","139/101 Casalunar Avenue, Moo 1, T. Samed, A. Muang, Chon Buri 20000 Thailand",www.smart-globe.com,Mr. Veerathip Kraturerk,(66) 2 047 9994,veerathip@smart-globe.com,N/A,,Thailand,,,,,,,,,,,,,,,,,,,
,19047,"Let's Study Education Centre Co.,Ltd","Piya Place 29/1 Soi Langsuan, Lumpini, Patumwan, Bangkok, 10330, Thailand ",www.letsstudy.co.th,Ms. Mananya Jongsathapornkit,(66) 2 6522557,coachnan@letstudy.co.th,N/A,,Thailand,,,,,,,,,,,,,,,,,,,
,11976,"Exit Education Co., Ltd.","Sukhumvit 52 Alley - Soi Sukhumvit 52, บางจาก พระโขนง Krung Thep Maha Nakhon 10260",www.exiteducation.com/,Ms. Chongdee Imocha,(66) 2 102 3746-7,chongdee@exiteducation.com,N/A,,Thailand,,,,,,,,,,,,,,,,,,,
,39277,Centory Company Limited,"29th Floor, 253 Asoke Building,  Sukhumvit 21 (Asoke) Road, Klongtoey Nua, Wattana Bangkok 10110",www.educatepark.com,Ms. Jiratti Chantarak ,(66) 2 664 2748,educatpark@hotmail.com ,N/A,,Thailand,,,,,,,,,,,,,,,,,,,
,38745,"Excite Education Consultant Khonkaen Co., Ltd.","229/23, Soi Yimsiri (Srichan 4),
Srichan Rd, Nai Muang, Muang Khon Kaen, 40000 Thailand",www.exciteways.com/,Mr. Ong-arj Phoojamrern,(66) 86 3054 888,peaky@exciteways.com ,N/A,,Thailand,,,,,,,,,,,,,,,,,,,
,28656,"Lighthouse Study Co.,Ltd ","188/20 The Tree Latphrao, Building B Floor1, Latphrao - Wanghin Road,  Latphrao, Bangkok 10230 Thailand",www.lighthousestudy.com,Ms Jitaree Veerayanont,(66) 20405668,jitaree@lighthousestudy.com,N/A,,Thailand,,,,,,,,,,,,,,,,,,,
,18875,Hands On Education Consultants,"Units ABC, 11th Fl. Kamolsukosol Building 317 Silom Road, Silom, Bangrak, Bangkok 10500",www.hands-on.co.th,Mr. Tony Bunnag,(66) 2 6355230 ,tony@hands-on.co.th,N/A,,Thailand,,,,,,,,,,,,,,,,,,,
,20438,IDP EDUCATION - Bangkok,"4FL 313 CP Tower, Silom, Bangrak, Bangkok 10500",www.idp.com/thailand/store-finder/,Don Sanmanee,2 638 3111,don.sanmanee@idp.com,IDP,,Thailand,,,,,,,,,,,,,,,,,,,
,4365,IDP EDUCATION - Chiang Mai,"The Chiengmai Complex 99/58 Moo 1, Hui Kaew, T.Changpuak, A.Muang Chiengmai",www.idp.com/thailand/store-finder/,Nopparat MANEEWAN,53 81 0552,nopparat.maneewan@idp.com,IDP,,Thailand,,,,,,,,,,,,,,,,,,,
,23673,AAA EDUCATION CONSULTANCY LTD,"Room 12b1, Floor 13, Block A, Indochina Park Tower, 4 Nguyen Dinh Chieu, Da Kao Ward, District 1",www.duhocaaa.com,Ms. Chuyen,(84) 906356545,marketing@duhocaaa.com,AAA,,Vietnam,,,,,,,,,,,,,,,,,,,
